game	date	hour	nb_streamer	nb_spec
Battlefield	30-sept-11	22	68	1354
Battlefield	30-sept-11	23	99	1324
Battlefield	01-oct-11	0	99	1539
Battlefield	01-oct-11	1	100	1763
Battlefield	01-oct-11	2	96	1820
Battlefield	01-oct-11	3	91	1419
Battlefield	01-oct-11	4	77	1220
Battlefield	01-oct-11	5	70	1027
Battlefield	01-oct-11	6	62	1236
Battlefield	01-oct-11	7	63	1853
Battlefield	01-oct-11	8	48	1693
Battlefield	01-oct-11	9	39	703
Battlefield	01-oct-11	10	33	589
Battlefield	01-oct-11	11	33	630
Battlefield	01-oct-11	12	31	784
Battlefield	01-oct-11	13	35	796
Battlefield	01-oct-11	14	41	839
Battlefield	01-oct-11	15	48	984
Battlefield	01-oct-11	16	59	1202
Battlefield	01-oct-11	17	60	1210
Battlefield	01-oct-11	18	68	1803
Battlefield	01-oct-11	19	80	1660
Battlefield	01-oct-11	20	80	1247
Battlefield	01-oct-11	21	86	1263
Battlefield	01-oct-11	22	85	1063
Battlefield	01-oct-11	23	76	1137
Battlefield	02-oct-11	0	66	1169
Battlefield	02-oct-11	1	61	934
Battlefield	02-oct-11	2	65	1361
Battlefield	02-oct-11	3	68	1747
Battlefield	02-oct-11	4	59	1698
Battlefield	02-oct-11	5	55	1391
Battlefield	02-oct-11	6	41	758
Battlefield	02-oct-11	7	36	971
Battlefield	02-oct-11	8	40	842
Battlefield	02-oct-11	9	34	885
Battlefield	02-oct-11	10	33	751
Battlefield	02-oct-11	11	29	764
Battlefield	02-oct-11	12	31	848
Battlefield	02-oct-11	13	25	893
Battlefield	02-oct-11	14	32	1065
Battlefield	02-oct-11	15	36	1100
Battlefield	02-oct-11	16	47	1427
Battlefield	02-oct-11	17	54	1415
Battlefield	02-oct-11	18	57	1333
Battlefield	02-oct-11	19	53	1032
Battlefield	02-oct-11	20	51	1445
Battlefield	02-oct-11	21	64	1324
Battlefield	02-oct-11	22	58	1243
Battlefield	02-oct-11	23	60	935
Battlefield	03-oct-11	0	54	682
Battlefield	03-oct-11	1	55	856
Battlefield	03-oct-11	2	50	786
Battlefield	03-oct-11	3	50	1021
Battlefield	03-oct-11	4	44	914
Battlefield	03-oct-11	5	40	847
Battlefield	03-oct-11	6	39	888
Battlefield	03-oct-11	7	32	784
Battlefield	03-oct-11	8	23	622
Battlefield	03-oct-11	9	19	577
Battlefield	03-oct-11	10	16	526
Battlefield	03-oct-11	11	18	577
Battlefield	03-oct-11	12	20	802
Battlefield	03-oct-11	13	22	683
Battlefield	03-oct-11	14	23	644
Battlefield	03-oct-11	15	27	684
Battlefield	03-oct-11	16	29	732
Battlefield	03-oct-11	17	36	626
Battlefield	03-oct-11	18	32	637
Battlefield	03-oct-11	19	41	696
Battlefield	03-oct-11	20	42	954
Battlefield	03-oct-11	21	37	2326
Battlefield	03-oct-11	22	44	1985
Battlefield	03-oct-11	23	37	769
Battlefield	04-oct-11	0	47	862
Battlefield	04-oct-11	1	51	1046
Battlefield	04-oct-11	2	48	1080
Battlefield	04-oct-11	3	43	774
Battlefield	04-oct-11	4	41	544
Battlefield	04-oct-11	5	33	542
Battlefield	04-oct-11	6	29	496
Battlefield	04-oct-11	7	25	465
Battlefield	04-oct-11	8	16	411
Battlefield	04-oct-11	9	17	308
Battlefield	04-oct-11	10	18	367
Battlefield	04-oct-11	11	21	381
Battlefield	04-oct-11	12	22	388
Battlefield	04-oct-11	13	25	423
Battlefield	04-oct-11	14	27	492
Battlefield	04-oct-11	15	31	571
Battlefield	04-oct-11	16	29	777
Battlefield	04-oct-11	17	39	802
Battlefield	04-oct-11	18	39	611
Battlefield	04-oct-11	19	34	731
Battlefield	04-oct-11	20	34	737
Battlefield	04-oct-11	21	35	475
Battlefield	04-oct-11	22	31	506
Battlefield	04-oct-11	23	45	751
Battlefield	05-oct-11	0	41	579
Battlefield	05-oct-11	1	32	411
Battlefield	05-oct-11	2	30	328
Battlefield	05-oct-11	3	26	327
Battlefield	05-oct-11	4	26	544
Battlefield	05-oct-11	5	23	572
Battlefield	05-oct-11	6	19	341
Battlefield	05-oct-11	7	11	393
Battlefield	05-oct-11	8	12	348
Battlefield	05-oct-11	9	12	265
Battlefield	05-oct-11	10	15	299
Battlefield	05-oct-11	11	22	337
Battlefield	05-oct-11	12	17	377
Battlefield	05-oct-11	13	18	383
Battlefield	05-oct-11	14	20	510
Battlefield	05-oct-11	15	21	537
Battlefield	05-oct-11	16	25	690
Battlefield	05-oct-11	17	34	751
Battlefield	05-oct-11	18	40	824
Battlefield	05-oct-11	19	36	474
Battlefield	05-oct-11	20	37	532
Battlefield	05-oct-11	21	38	467
Battlefield	05-oct-11	22	34	415
Battlefield	05-oct-11	23	29	400
Battlefield	06-oct-11	0	28	642
Battlefield	06-oct-11	1	24	3173
Battlefield	06-oct-11	2	27	3552
Battlefield	06-oct-11	3	34	526
Battlefield	06-oct-11	4	19	282
Battlefield	06-oct-11	5	14	537
Battlefield	06-oct-11	6	21	319
Battlefield	06-oct-11	7	20	270
Battlefield	06-oct-11	8	19	282
Battlefield	06-oct-11	9	16	286
Battlefield	06-oct-11	10	18	240
Battlefield	06-oct-11	11	21	335
Battlefield	06-oct-11	12	17	355
Battlefield	06-oct-11	13	16	320
Battlefield	06-oct-11	14	19	373
Battlefield	06-oct-11	15	23	731
Battlefield	06-oct-11	16	23	400
Battlefield	06-oct-11	17	27	348
Battlefield	06-oct-11	18	22	547
Battlefield	06-oct-11	19	22	576
Battlefield	06-oct-11	20	31	396
Battlefield	06-oct-11	21	24	320
Battlefield	06-oct-11	22	33	353
Battlefield	06-oct-11	23	33	361
Battlefield	07-oct-11	0	38	333
Battlefield	07-oct-11	1	38	345
Battlefield	07-oct-11	2	34	663
Battlefield	07-oct-11	3	27	639
Battlefield	07-oct-11	4	23	328
Battlefield	07-oct-11	5	24	408
Battlefield	07-oct-11	6	19	454
Battlefield	07-oct-11	7	19	353
Battlefield	07-oct-11	8	22	430
Battlefield	07-oct-11	9	23	550
Battlefield	07-oct-11	10	24	532
Battlefield	07-oct-11	11	21	597
Battlefield	07-oct-11	12	25	647
Battlefield	07-oct-11	13	28	788
Battlefield	07-oct-11	14	27	683
Battlefield	07-oct-11	15	34	833
Battlefield	07-oct-11	16	29	719
Battlefield	07-oct-11	17	35	585
Battlefield	07-oct-11	18	44	572
Battlefield	07-oct-11	19	44	657
Battlefield	07-oct-11	20	36	655
Battlefield	07-oct-11	21	39	561
Battlefield	07-oct-11	22	48	1054
Battlefield	07-oct-11	23	51	1075
Battlefield	08-oct-11	0	40	752
Battlefield	08-oct-11	1	36	375
Battlefield	08-oct-11	2	38	401
Battlefield	08-oct-11	3	31	399
Battlefield	08-oct-11	4	23	348
Battlefield	08-oct-11	5	21	441
Battlefield	08-oct-11	6	23	681
Battlefield	08-oct-11	7	23	498
Battlefield	08-oct-11	8	25	365
Battlefield	08-oct-11	9	19	406
Battlefield	08-oct-11	10	24	505
Battlefield	08-oct-11	11	23	395
Battlefield	08-oct-11	12	22	411
Battlefield	08-oct-11	13	24	571
Battlefield	08-oct-11	14	29	815
Battlefield	08-oct-11	15	41	885
Battlefield	08-oct-11	16	47	741
Battlefield	08-oct-11	17	39	810
Battlefield	08-oct-11	18	34	739
Battlefield	08-oct-11	19	28	730
Battlefield	08-oct-11	20	24	592
Battlefield	08-oct-11	21	32	544
Battlefield	08-oct-11	22	38	621
Battlefield	08-oct-11	23	34	521
Battlefield	09-oct-11	0	30	373
Battlefield	09-oct-11	1	27	447
Battlefield	09-oct-11	2	25	382
Battlefield	09-oct-11	3	26	313
Battlefield	09-oct-11	4	20	372
Battlefield	09-oct-11	5	14	345
Battlefield	09-oct-11	6	17	284
Battlefield	09-oct-11	7	20	547
Battlefield	09-oct-11	8	20	537
Battlefield	09-oct-11	9	19	526
Battlefield	09-oct-11	10	21	521
Battlefield	09-oct-11	11	23	478
Battlefield	09-oct-11	12	25	508
Battlefield	09-oct-11	13	23	411
Battlefield	09-oct-11	14	30	416
Battlefield	09-oct-11	15	32	447
Battlefield	09-oct-11	16	30	462
Battlefield	09-oct-11	17	30	557
Battlefield	09-oct-11	18	24	650
Battlefield	09-oct-11	19	17	518
Battlefield	09-oct-11	20	23	1846
Battlefield	09-oct-11	21	21	2600
Battlefield	09-oct-11	22	24	363
Battlefield	09-oct-11	23	21	312
Battlefield	10-oct-11	0	21	331
Battlefield	10-oct-11	1	19	306
Battlefield	10-oct-11	2	19	348
Battlefield	10-oct-11	3	16	267
Battlefield	10-oct-11	4	14	249
Battlefield	10-oct-11	5	10	186
Battlefield	10-oct-11	6	7	233
Battlefield	10-oct-11	7	5	213
Battlefield	10-oct-11	8	3	166
Battlefield	10-oct-11	9	4	149
Battlefield	10-oct-11	10	6	210
Battlefield	10-oct-11	11	6	223
Battlefield	10-oct-11	12	5	243
Battlefield	10-oct-11	13	6	203
Battlefield	10-oct-11	14	9	214
Battlefield	10-oct-11	15	7	194
Battlefield	10-oct-11	16	10	182
Battlefield	10-oct-11	17	9	158
Battlefield	10-oct-11	21	12	186
Battlefield	10-oct-11	22	12	243
Battlefield	10-oct-11	23	10	206
Battlefield	11-oct-11	0	7	362
Battlefield	11-oct-11	1	6	132
Battlefield	11-oct-11	2	8	143
Battlefield	11-oct-11	3	11	134
Battlefield	11-oct-11	4	11	166
Battlefield	11-oct-11	5	9	122
Battlefield	11-oct-11	6	8	91
Battlefield	11-oct-11	7	5	99
Battlefield	11-oct-11	8	3	96
Battlefield	11-oct-11	9	5	117
Battlefield	11-oct-11	10	5	129
Battlefield	11-oct-11	11	4	142
Battlefield	11-oct-11	12	4	174
Battlefield	11-oct-11	13	5	148
Battlefield	11-oct-11	14	6	156
Battlefield	11-oct-11	15	6	161
Battlefield	11-oct-11	16	4	169
Battlefield	11-oct-11	17	3	190
Battlefield	11-oct-11	18	6	168
Battlefield	11-oct-11	19	9	144
Battlefield	11-oct-11	20	8	124
Battlefield	11-oct-11	21	10	132
Battlefield	11-oct-11	22	9	117
Battlefield	11-oct-11	23	8	143
Battlefield	12-oct-11	0	7	97
Battlefield	12-oct-11	1	7	79
Battlefield	12-oct-11	2	8	257
Battlefield	12-oct-11	3	8	271
Battlefield	12-oct-11	4	7	137
Battlefield	12-oct-11	5	2	106
Battlefield	12-oct-11	6	3	115
Battlefield	12-oct-11	7	4	102
Battlefield	12-oct-11	8	5	104
Battlefield	12-oct-11	9	8	1697
Battlefield	12-oct-11	10	5	1901
Battlefield	12-oct-11	11	4	2212
Battlefield	12-oct-11	12	5	2455
Battlefield	12-oct-11	13	5	2473
Battlefield	12-oct-11	14	5	2950
Battlefield	12-oct-11	15	4	3226
Battlefield	12-oct-11	16	8	3662
Battlefield	12-oct-11	17	10	3593
Battlefield	12-oct-11	18	5	3381
Battlefield	12-oct-11	19	9	132
Battlefield	12-oct-11	20	10	119
Battlefield	12-oct-11	21	9	237
Battlefield	12-oct-11	22	9	151
Battlefield	12-oct-11	23	7	130
Battlefield	13-oct-11	0	7	97
Battlefield	13-oct-11	1	9	80
Battlefield	13-oct-11	2	8	218
Battlefield	13-oct-11	3	6	195
Battlefield	13-oct-11	4	6	199
Battlefield	13-oct-11	5	4	83
Battlefield	13-oct-11	6	2	62
Battlefield	13-oct-11	7	5	60
Battlefield	13-oct-11	8	5	46
Battlefield	13-oct-11	9	7	38
Battlefield	13-oct-11	10	4	55
Battlefield	13-oct-11	11	4	57
Battlefield	13-oct-11	12	3	11
Battlefield	13-oct-11	13	3	42
Battlefield	13-oct-11	14	3	77
Battlefield	13-oct-11	15	6	72
Battlefield	13-oct-11	16	6	67
Battlefield	13-oct-11	17	7	93
Battlefield	13-oct-11	18	4	103
Battlefield	13-oct-11	19	5	145
Battlefield	13-oct-11	20	11	152
Battlefield	13-oct-11	21	8	123
Battlefield	13-oct-11	22	10	110
Battlefield	13-oct-11	23	10	131
Battlefield	14-oct-11	0	13	108
Battlefield	14-oct-11	1	11	91
Battlefield	14-oct-11	2	6	147
Battlefield	14-oct-11	3	6	137
Battlefield	14-oct-11	4	8	153
Battlefield	14-oct-11	5	7	127
Battlefield	14-oct-11	6	6	57
Battlefield	14-oct-11	7	5	47
Battlefield	14-oct-11	8	5	39
Battlefield	14-oct-11	9	5	30
Battlefield	14-oct-11	10	5	362
Battlefield	14-oct-11	11	3	21
Battlefield	14-oct-11	12	4	44
Battlefield	14-oct-11	13	3	59
Battlefield	14-oct-11	14	3	60
Battlefield	14-oct-11	15	4	53
Battlefield	14-oct-11	16	6	52
Battlefield	14-oct-11	17	7	68
Battlefield	14-oct-11	18	6	57
Battlefield	14-oct-11	19	5	63
Battlefield	14-oct-11	20	5	80
Battlefield	14-oct-11	21	5	104
Battlefield	14-oct-11	22	6	69
Battlefield	14-oct-11	23	5	67
Battlefield	15-oct-11	0	4	72
Battlefield	15-oct-11	1	5	122
Battlefield	15-oct-11	2	4	144
Battlefield	15-oct-11	3	6	121
Battlefield	15-oct-11	4	13	145
Battlefield	15-oct-11	5	12	118
Battlefield	15-oct-11	6	7	110
Battlefield	15-oct-11	7	7	127
Battlefield	15-oct-11	8	6	148
Battlefield	15-oct-11	9	8	178
Battlefield	15-oct-11	10	9	212
Battlefield	15-oct-11	11	5	193
Battlefield	15-oct-11	12	10	217
Battlefield	15-oct-11	13	7	307
Battlefield	15-oct-11	14	7	342
Battlefield	15-oct-11	15	9	355
Battlefield	15-oct-11	16	14	382
Battlefield	15-oct-11	17	11	520
Battlefield	15-oct-11	18	13	536
Battlefield	15-oct-11	19	9	868
Battlefield	15-oct-11	20	8	1993
Battlefield	15-oct-11	21	12	1727
Battlefield	15-oct-11	22	9	126
Battlefield	15-oct-11	23	6	72
Battlefield	16-oct-11	0	7	99
Battlefield	16-oct-11	1	11	116
Battlefield	16-oct-11	2	13	97
Battlefield	16-oct-11	3	7	72
Battlefield	16-oct-11	4	8	85
Battlefield	16-oct-11	5	6	19
Battlefield	16-oct-11	6	4	14
Battlefield	16-oct-11	7	4	24
Battlefield	16-oct-11	8	5	68
Battlefield	16-oct-11	9	4	65
Battlefield	16-oct-11	10	5	82
Battlefield	16-oct-11	11	3	63
Battlefield	16-oct-11	12	2	64
Battlefield	16-oct-11	13	4	73
Battlefield	16-oct-11	14	5	72
Battlefield	16-oct-11	15	4	67
Battlefield	16-oct-11	16	7	83
Battlefield	16-oct-11	17	8	104
Battlefield	16-oct-11	18	7	247
Battlefield	16-oct-11	19	6	123
Battlefield	16-oct-11	20	6	107
Battlefield	16-oct-11	21	4	106
Battlefield	16-oct-11	22	5	84
Battlefield	16-oct-11	23	5	79
Battlefield	17-oct-11	0	6	70
Battlefield	17-oct-11	1	4	42
Battlefield	17-oct-11	2	5	33
Battlefield	17-oct-11	3	3	12
Battlefield	17-oct-11	4	3	12
Battlefield	17-oct-11	5	5	11
Battlefield	17-oct-11	6	4	81
Battlefield	17-oct-11	7	2	62
Battlefield	17-oct-11	8	1	63
Battlefield	17-oct-11	9	2	86
Battlefield	17-oct-11	10	3	75
Battlefield	17-oct-11	11	2	93
Battlefield	17-oct-11	12	4	99
Battlefield	17-oct-11	13	4	143
Battlefield	17-oct-11	14	3	118
Battlefield	17-oct-11	15	4	193
Battlefield	17-oct-11	16	4	237
Battlefield	17-oct-11	17	6	238
Battlefield	17-oct-11	18	7	201
Battlefield	17-oct-11	19	10	187
Battlefield	17-oct-11	20	4	132
Battlefield	17-oct-11	21	2	101
Battlefield	17-oct-11	22	5	86
Battlefield	17-oct-11	23	5	91
Battlefield	18-oct-11	0	7	100
Battlefield	18-oct-11	1	8	83
Battlefield	18-oct-11	2	5	15
Battlefield	18-oct-11	3	5	103
Battlefield	18-oct-11	4	6	55
Battlefield	18-oct-11	5	11	77
Battlefield	18-oct-11	6	8	106
Battlefield	18-oct-11	7	6	109
Battlefield	18-oct-11	8	6	115
Battlefield	18-oct-11	9	5	107
Battlefield	18-oct-11	10	3	78
Battlefield	18-oct-11	11	1	96
Battlefield	18-oct-11	12	1	97
Battlefield	18-oct-11	13	1	114
Battlefield	18-oct-11	14	1	104
Battlefield	18-oct-11	15	4	155
Battlefield	18-oct-11	16	9	146
Battlefield	18-oct-11	17	8	126
Battlefield	18-oct-11	18	6	411
Battlefield	18-oct-11	19	6	469
Battlefield	18-oct-11	20	5	138
Battlefield	18-oct-11	21	6	89
Battlefield	18-oct-11	22	6	73
Battlefield	18-oct-11	23	9	91
Battlefield	19-oct-11	0	4	70
Battlefield	19-oct-11	1	3	77
Battlefield	19-oct-11	2	3	61
Battlefield	19-oct-11	3	6	78
Battlefield	19-oct-11	4	6	109
Battlefield	19-oct-11	5	5	90
Battlefield	19-oct-11	6	3	56
Battlefield	19-oct-11	7	2	10
Battlefield	19-oct-11	8	2	80
Battlefield	19-oct-11	9	3	88
Battlefield	19-oct-11	10	3	81
Battlefield	19-oct-11	11	4	92
Battlefield	19-oct-11	12	4	109
Battlefield	19-oct-11	13	5	105
Battlefield	19-oct-11	14	3	121
Battlefield	19-oct-11	15	5	129
Battlefield	19-oct-11	16	6	127
Battlefield	19-oct-11	17	5	94
Battlefield	19-oct-11	18	6	190
Battlefield	19-oct-11	19	7	245
Battlefield	19-oct-11	20	6	195
Battlefield	19-oct-11	21	5	75
Battlefield	19-oct-11	22	7	74
Battlefield	19-oct-11	23	7	77
Battlefield	20-oct-11	0	9	69
Battlefield	20-oct-11	1	8	73
Battlefield	20-oct-11	2	6	76
Battlefield	20-oct-11	3	11	92
Battlefield	20-oct-11	4	11	124
Battlefield	20-oct-11	5	10	117
Battlefield	20-oct-11	6	5	73
Battlefield	20-oct-11	7	2	71
Battlefield	20-oct-11	8	2	85
Battlefield	20-oct-11	9	4	64
Battlefield	20-oct-11	10	3	85
Battlefield	20-oct-11	11	2	99
Battlefield	20-oct-11	12	4	73
Battlefield	20-oct-11	13	4	125
Battlefield	20-oct-11	14	3	136
Battlefield	20-oct-11	15	2	133
Battlefield	20-oct-11	16	6	94
Battlefield	20-oct-11	17	6	96
Battlefield	20-oct-11	18	7	103
Battlefield	20-oct-11	19	6	120
Battlefield	20-oct-11	20	5	115
Battlefield	20-oct-11	21	7	91
Battlefield	20-oct-11	22	9	76
Battlefield	20-oct-11	23	8	95
Battlefield	21-oct-11	0	5	83
Battlefield	21-oct-11	1	4	139
Battlefield	21-oct-11	2	3	222
Battlefield	21-oct-11	3	5	221
Battlefield	21-oct-11	4	7	173
Battlefield	21-oct-11	5	12	132
Battlefield	21-oct-11	6	5	21
Battlefield	21-oct-11	7	7	20
Battlefield	21-oct-11	8	5	85
Battlefield	21-oct-11	9	5	96
Battlefield	21-oct-11	10	3	120
Battlefield	21-oct-11	11	3	91
Battlefield	21-oct-11	12	4	114
Battlefield	21-oct-11	13	3	115
Battlefield	21-oct-11	14	4	93
Battlefield	21-oct-11	15	3	102
Battlefield	21-oct-11	16	4	202
Battlefield	21-oct-11	17	5	236
Battlefield	21-oct-11	18	8	245
Battlefield	21-oct-11	19	12	731
Battlefield	21-oct-11	20	9	96
Battlefield	21-oct-11	21	12	462
Battlefield	21-oct-11	22	11	125
Battlefield	21-oct-11	23	9	140
Battlefield	22-oct-11	0	8	91
Battlefield	22-oct-11	1	8	85
Battlefield	22-oct-11	2	13	127
Battlefield	22-oct-11	3	11	177
Battlefield	22-oct-11	4	12	176
Battlefield	22-oct-11	5	12	125
Battlefield	22-oct-11	6	8	120
Battlefield	22-oct-11	7	5	157
Battlefield	22-oct-11	8	2	74
Battlefield	22-oct-11	9	4	81
Battlefield	22-oct-11	10	7	114
Battlefield	22-oct-11	11	3	78
Battlefield	22-oct-11	12	5	111
Battlefield	22-oct-11	13	4	105
Battlefield	22-oct-11	14	8	101
Battlefield	22-oct-11	15	7	139
Battlefield	22-oct-11	16	8	133
Battlefield	22-oct-11	17	10	151
Battlefield	22-oct-11	18	12	170
Battlefield	22-oct-11	19	11	182
Battlefield	22-oct-11	20	16	193
Battlefield	22-oct-11	21	15	153
Battlefield	22-oct-11	22	13	146
Battlefield	22-oct-11	23	12	160
Battlefield	23-oct-11	0	11	156
Battlefield	23-oct-11	1	9	157
Battlefield	23-oct-11	2	11	139
Battlefield	23-oct-11	3	11	147
Battlefield	23-oct-11	4	11	211
Battlefield	23-oct-11	5	11	231
Battlefield	23-oct-11	6	7	319
Battlefield	23-oct-11	7	7	322
Battlefield	23-oct-11	8	4	195
Battlefield	23-oct-11	9	4	92
Battlefield	23-oct-11	10	5	154
Battlefield	23-oct-11	11	7	180
Battlefield	23-oct-11	12	8	160
Battlefield	23-oct-11	13	8	156
Battlefield	23-oct-11	14	8	153
Battlefield	23-oct-11	15	10	165
Battlefield	23-oct-11	16	9	206
Battlefield	23-oct-11	17	11	188
Battlefield	23-oct-11	18	12	211
Battlefield	23-oct-11	19	11	232
Battlefield	23-oct-11	20	17	255
Battlefield	23-oct-11	21	9	204
Battlefield	23-oct-11	22	9	173
Battlefield	23-oct-11	23	7	190
Battlefield	24-oct-11	0	5	214
Battlefield	24-oct-11	1	9	130
Battlefield	24-oct-11	2	12	191
Battlefield	24-oct-11	3	8	172
Battlefield	24-oct-11	4	10	164
Battlefield	24-oct-11	5	10	199
Battlefield	24-oct-11	6	7	169
Battlefield	24-oct-11	7	7	169
Battlefield	24-oct-11	8	6	149
Battlefield	24-oct-11	9	3	312
Battlefield	24-oct-11	10	3	148
Battlefield	24-oct-11	11	3	205
Battlefield	24-oct-11	12	5	229
Battlefield	24-oct-11	13	5	300
Battlefield	24-oct-11	14	8	367
Battlefield	24-oct-11	15	14	1553
Battlefield	24-oct-11	16	26	2586
Battlefield	24-oct-11	17	26	3192
Battlefield	24-oct-11	18	25	1547
Battlefield	24-oct-11	19	33	2586
Battlefield	24-oct-11	20	25	1451
Battlefield	24-oct-11	21	17	1822
Battlefield	24-oct-11	22	23	967
Battlefield	24-oct-11	23	25	855
Battlefield	25-oct-11	0	24	609
Battlefield	25-oct-11	1	31	877
Battlefield	25-oct-11	2	37	1806
Battlefield	25-oct-11	3	57	1808
Battlefield	25-oct-11	4	104	5637
Battlefield	25-oct-11	5	130	6348
Battlefield	25-oct-11	6	129	7469
Battlefield	25-oct-11	7	118	6604
Battlefield	25-oct-11	8	109	5263
Battlefield	25-oct-11	9	90	4926
Battlefield	25-oct-11	10	65	4614
Battlefield	25-oct-11	11	62	3418
Battlefield	25-oct-11	12	63	2937
Battlefield	25-oct-11	13	56	3013
Battlefield	25-oct-11	14	60	3012
Battlefield	25-oct-11	15	61	3139
Battlefield	25-oct-11	16	76	3609
Battlefield	25-oct-11	17	93	3619
Battlefield	25-oct-11	18	102	4127
Battlefield	25-oct-11	19	108	4680
Battlefield	25-oct-11	20	111	4904
Battlefield	25-oct-11	21	110	6841
Battlefield	25-oct-11	22	116	3558
Battlefield	25-oct-11	23	132	3292
Battlefield	26-oct-11	0	122	6409
Battlefield	26-oct-11	1	121	8620
